9,0,0,5.545905687422474,25,136
9,0,100,4.7756582040706785,25,123
9,0,10,5.300638482142174,49,107
9,0,110,5.0133329137457805,36,107
9,0,120,5.016881162074581,25,118
9,0,130,5.232820750427857,25,118
9,0,140,5.630826372593702,25,118
9,0,150,4.925110065716461,25,107
9,0,160,4.160292049551232,25,107
9,0,170,3.518263930894073,25,107
9,0,180,3.1011213407397125,25,107
9,0,190,3.0179870588208577,25,107
9,0,200,3.2965914009243384,25,107
9,0,20,5.091166466056777,25,131
9,0,210,3.852441564060929,25,107
9,0,220,4.572622625349475,25,107
9,0,230,4.81279020527304,25,153
9,0,240,4.899478900716872,25,153
9,0,250,5.173467806143065,71,107
9,0,260,5.599885629649226,25,153
9,0,270,5.916247670508518,65,107
9,0,280,5.548001643032545,65,107
9,0,290,5.356033576810283,25,147
9,0,300,5.365250083744588,65,107
9,0,30,5.090950386355407,25,131
9,0,310,5.574384110481405,65,107
9,0,320,5.715628906735722,25,135
9,0,330,5.4781816461363,53,107
9,0,340,5.429789412019009,53,107
9,0,350,5.503809835098805,25,136
9,0,40,5.30002214350399,25,131
9,0,50,5.689582021246816,25,131
9,0,60,5.512762959287889,41,107
9,0,70,4.983619730027717,25,123
9,0,80,4.655060544041007,25,123
9,0,90,4.5810641302144886,41,107
9,-10,0,3.72378576411711,25,107
9,10,0,7.176062978200597,49,131
9,-10,100,3.611853393549206,25,107
9,10,100,6.567334830488094,25,124
9,-10,10,3.758888098549274,25,107
9,10,10,7.2340258770790165,49,131
9,-10,110,3.5512108132204396,25,107
9,10,110,6.005859521797468,25,123
9,-10,120,3.4857276649051414,25,107
9,10,120,5.555142909675062,25,123
9,-10,130,3.417174780300978,25,107
9,10,130,5.557779205360739,21,123
9,-10,140,3.347511759671665,25,107
9,10,140,5.462197647444275,25,118
9,-10,150,3.2788520101464025,25,107
9,10,150,5.494901348178253,25,118
9,-10,160,3.213411569867739,25,107
9,10,160,5.506431138096477,25,107
9,-10,170,3.1534384837908536,25,107
9,10,170,4.041214248431375,25,107
9,-10,180,3.101121340704308,25,107
9,10,180,3.1011213406920985,25,107
9,-10,190,3.0584790745157333,25,107
9,10,190,3.222021449990742,25,107
9,-10,200,3.0272391843833297,25,107
9,10,200,4.312956129029207,25,107
9,-10,20,3.784092613468105,25,107
9,10,20,7.307984731775138,49,131
9,-10,210,3.008717114568523,25,107
9,10,210,5.081641845182947,71,107
9,-10,220,3.0037136971836547,25,107
9,10,220,5.608404910045601,71,107
9,-10,230,3.012448011795097,25,107
9,10,230,6.361407881620442,69,107
9,-10,240,3.0345383848750953,25,107
9,10,240,6.741376393329829,71,153
9,-10,250,3.0690353147932794,25,107
9,10,250,6.885607799172752,65,103
9,-10,260,3.1144998141260376,25,107
9,10,260,7.038973008380073,65,103
9,-10,270,3.169112677720121,25,107
9,10,270,7.42329773547471,65,103
9,-10,280,3.23079696829457,25,107
9,10,280,7.398421030299802,49,131
9,-10,290,3.297337675551018,25,107
9,10,290,7.310754198050889,49,131
9,-10,300,3.366487283843312,25,107
9,10,300,7.236295397771331,49,131
9,-10,30,3.7988360468642344,25,107
9,10,30,7.39525066326557,49,131
9,-10,310,3.436051586821067,25,107
9,10,310,7.177748762476169,49,131
9,-10,320,3.5039547665558732,25,107
9,10,320,7.137302493031525,49,131
9,-10,330,3.568285790327765,25,107
9,10,330,7.1165013982460446,49,131
9,-10,340,3.627329605838935,25,107
9,10,340,7.116150782712514,49,131
9,-10,350,3.6795868946845225,25,107
9,10,350,7.136264284249556,49,131
9,-10,40,3.8027934486029147,25,107
9,10,40,6.996706865164185,41,123
9,-10,50,3.7958781543786704,25,107
9,10,50,6.421241840204221,41,123
9,-10,60,3.7782417574802927,25,107
9,10,60,6.102185898891276,41,123
9,-10,70,3.7502741531326733,25,107
9,10,70,6.0900157157312265,41,123
9,-10,80,3.712603519750031,25,107
9,10,80,6.386838911321604,41,123
9,-10,90,3.666095855656985,25,107
9,10,90,6.624879561165849,36,123
9,-11,0,3.234929832790358,25,107
9,11,0,7.1139843841296395,49,131
9,-11,100,3.298480230325403,25,107
9,11,100,6.7843000987937705,36,123
9,-11,10,3.2587218581097135,25,107
9,11,10,7.120841007373732,49,131
9,-11,110,3.281277913966299,25,107
9,11,110,6.37091965727919,25,123
9,-11,120,3.260604373518285,25,107
9,11,120,5.773130821496996,25,123
9,-11,130,3.2370278872299285,25,107
9,11,130,5.613812505466492,21,123
9,-11,140,3.21120933241978,25,107
9,11,140,5.561950957476701,25,118
9,-11,150,3.1838886473179775,25,107
9,11,150,5.490836490332471,25,118
9,-11,160,3.155868010706641,25,107
9,11,160,5.652764797742114,25,107
9,-11,170,3.1279915197779293,25,107
9,11,170,4.1000357450955685,25,107
9,-11,180,3.1011213407397125,25,107
9,11,180,3.101121340704307,25,107
9,-11,190,3.076110603307202,25,107
9,11,190,3.2545809585272365,25,107
9,-11,200,3.053773712420945,25,107
